UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,06654,2206654,Morro Cabeça no Tempo
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,11207,4211207,Morro da Fumaça
31,Minas Gerais,06,Central Mineira,025,Curvelo,43609,3143609,Morro da Garça
29,Bahia,03,Centro Norte Baiano,010,Jacobina,21708,2921708,Morro do Chapéu
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06670,2206670,Morro do Chapéu do Piauí
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,43708,3143708,Morro do Pilar
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,11256,4211256,Morro Grande
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,12450,4312450,Morro Redondo
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,12476,4312476,Morro Reuter
21,Maranhão,01,Norte Maranhense,003,Rosário,07100,2107100,Morros
29,Bahia,06,Centro Sul Baiano,026,Guanambi,21807,2921807,Mortugaba
35,São Paulo,12,Macro Metropolitana Paulista,048,Bragança Paulista,32009,3532009,Morungaba
52,Goiás,03,Centro Goiano,009,Anicuns,13905,5213905,Mossâmedes
24,Rio Grande do Norte,01,Oeste Potiguar,001,Mossoró,08003,2408003,Mossoró
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,12500,4312500,Mostardas
35,São Paulo,05,Araraquara,024,Araraquara,32058,3532058,Motuca
52,Goiás,01,Noroeste Goiano,001,São Miguel do Araguaia,14002,5214002,Mozarlândia
15,Pará,02,Marajó,006,Arari,04901,1504901,Muaná
14,Roraima,02,Sul de Roraima,003,Caracaraí,00308,1400308,Mucajaí
23,Ceará,01,Noroeste Cearense,005,Sobral,09003,2309003,Mucambo
29,Bahia,06,Centro Sul Baiano,023,Seabra,21906,2921906,Mucugê
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,12609,4312609,Muçum
29,Bahia,07,Sul Baiano,032,Porto Seguro,22003,2922003,Mucuri
32,Espírito Santo,02,Litoral Norte Espírito-santense,004,Montanha,03601,3203601,Mucurici
43,Rio Grande do Sul,02,Nordeste Rio-grandense,015,Vacaria,12617,4312617,Muitos Capões
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,12625,4312625,Muliterno
23,Ceará,02,Norte Cearense,013,Baturité,09102,2309102,Mulungu
25,Paraíba,03,Agreste Paraibano,016,Guarabira,09800,2509800,Mulungu
29,Bahia,03,Centro Norte Baiano,009,Irecê,22052,2922052,Mulungu do Morro
29,Bahia,03,Centro Norte Baiano,011,Itaberaba,22102,2922102,Mundo Novo
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,05681,5005681,Mundo Novo
52,Goiás,01,Noroeste Goiano,001,São Miguel do Araguaia,14051,5214051,Mundo Novo
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,43807,3143807,Munhoz
41,Paraná,03,Norte Central Paranaense,006,Astorga,16307,4116307,Munhoz de Melo
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,22201,2922201,Muniz Ferreira
32,Espírito Santo,04,Sul Espírito-santense,011,Alegre,03700,3203700,Muniz Freire
29,Bahia,02,Vale São-Franciscano da Bahia,006,Barra,22250,2922250,Muquém do São Francisco
32,Espírito Santo,04,Sul Espírito-santense,012,Cachoeiro de Itapemirim,03809,3203809,Muqui
31,Minas Gerais,12,Zona da Mata,063,Muriaé,43906,3143906,Muriaé
28,Sergipe,02,Agreste Sergipano,003,Nossa Senhora das Dores,04300,2804300,Muribeca
27,Alagoas,03,Leste Alagoano,009,Mata Alagoana,05507,2705507,Murici
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,06696,2206696,Murici dos Portelas
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,13957,1713957,Muricilândia
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,22300,2922300,Muritiba
35,São Paulo,03,Araçatuba,016,Andradina,32108,3532108,Murutinga do Sul
29,Bahia,06,Centro Sul Baiano,024,Jequié,22409,2922409,Mutuípe
31,Minas Gerais,08,Vale do Rio Doce,041,Aimorés,44003,3144003,Mutum
52,Goiás,02,Norte Goiano,004,Porangatu,14101,5214101,Mutunópolis
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,44102,3144102,Muzambinho
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,44201,3144201,Nacip Raydan
35,São Paulo,10,Assis,039,Assis,32157,3532157,Nantes
31,Minas Gerais,04,Vale do Mucuri,016,Nanuque,44300,3144300,Nanuque
43,Rio Grande do Sul,01,Noroeste Rio-grandense,012,Não-Me-Toque,12658,4312658,Não-Me-Toque
31,Minas Gerais,08,Vale do Rio Doce,039,Ipatinga,44359,3144359,Naque
35,São Paulo,08,Presidente Prudente,036,Presidente Prudente,32207,3532207,Narandiba
24,Rio Grande do Norte,04,Leste Potiguar,018,Natal,08102,2408102,Natal
31,Minas Gerais,01,Noroeste de Minas,001,Unaí,44375,3144375,Natalândia
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,44409,3144409,Natércia
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,14203,1714203,Natividade
33,Rio de Janeiro,01,Noroeste Fluminense,001,Itaperuna,03104,3303104,Natividade
35,São Paulo,13,Vale do Paraíba Paulista,053,Paraibuna/Paraitinga,32306,3532306,Natividade da Serra
25,Paraíba,03,Agreste Paraibano,019,Umbuzeiro,09909,2509909,Natuba
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,11306,4211306,Navegantes
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,05707,5005707,Naviraí
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,14302,1714302,Nazaré
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,22508,2922508,Nazaré
26,Pernambuco,04,Mata Pernambucana,013,Mata Setentrional Pernambucana,09501,2609501,Nazaré da Mata
22,Piauí,03,Sudoeste Piauiense,009,Floriano,06704,2206704,Nazaré do Piauí
35,São Paulo,12,Macro Metropolitana Paulista,048,Bragança Paulista,32405,3532405,Nazaré Paulista
31,Minas Gerais,11,Campo das Vertentes,058,São João Del Rei,44508,3144508,Nazareno
25,Paraíba,01,Sertão Paraibano,003,Sousa,10006,2510006,Nazarezinho
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,06720,2206720,Nazária
52,Goiás,03,Centro Goiano,009,Anicuns,14408,5214408,Nazário
28,Sergipe,03,Leste Sergipano,007,Propriá,04409,2804409,Neópolis
31,Minas Gerais,11,Campo das Vertentes,057,Lavras,44607,3144607,Nepomuceno
52,Goiás,03,Centro Goiano,010,Goiânia,14507,5214507,Nerópolis
35,São Paulo,01,São José do Rio Preto,007,Nhandeara,32504,3532504,Neves Paulista
13,Amazonas,03,Centro Amazonense,010,Parintins,03007,1303007,Nhamundá
35,São Paulo,01,São José do Rio Preto,007,Nhandeara,32603,3532603,Nhandeara
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,12674,4312674,Nicolau Vergueiro
29,Bahia,07,Sul Baiano,030,Valença,22607,2922607,Nilo Peçanha
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,03203,3303203,Nilópolis
21,Maranhão,01,Norte Maranhense,006,Itapecuru Mirim,07209,2107209,Nina Rodrigues
31,Minas Gerais,02,Norte de Minas,005,Salinas,44656,3144656,Ninheira
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,05806,5005806,Nioaque
35,São Paulo,01,São José do Rio Preto,007,Nhandeara,32702,3532702,Nipoã
52,Goiás,02,Norte Goiano,004,Porangatu,14606,5214606,Niquelândia
24,Rio Grande do Norte,04,Leste Potiguar,017,Macaíba,08201,2408201,Nísia Floresta
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,03302,3303302,Niterói
51,Mato Grosso,01,Norte Mato-grossense,006,Alto Teles Pires,05903,5105903,Nobres
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,12708,4312708,Nonoai
29,Bahia,04,Nordeste Baiano,014,Euclides da Cunha,22656,2922656,Nordestina
14,Roraima,01,Norte de Roraima,002,Nordeste de Roraima,00407,1400407,Normandia
51,Mato Grosso,04,Centro-Sul Mato-grossense,015,Alto Paraguai,06000,5106000,Nortelândia
28,Sergipe,01,Sertão Sergipano,002,Carira,04458,2804458,Nossa Senhora Aparecida
28,Sergipe,01,Sertão Sergipano,001,Sergipana do Sertão do São Francisco,04508,2804508,Nossa Senhora da Glória
28,Sergipe,02,Agreste Sergipano,003,Nossa Senhora das Dores,04607,2804607,Nossa Senhora das Dores
41,Paraná,03,Norte Central Paranaense,006,Astorga,16406,4116406,Nossa Senhora das Graças
28,Sergipe,03,Leste Sergipano,007,Propriá,04706,2804706,Nossa Senhora de Lourdes
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,06753,2206753,Nossa Senhora de Nazaré
51,Mato Grosso,04,Centro-Sul Mato-grossense,017,Cuiabá,06109,5106109,Nossa Senhora do Livramento
28,Sergipe,03,Leste Sergipano,011,Aracaju,04805,2804805,Nossa Senhora do Socorro
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,06803,2206803,Nossa Senhora dos Remédios
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,32801,3532801,Nova Aliança
41,Paraná,01,Noroeste Paranaense,001,Paranavaí,16505,4116505,Nova Aliança do Ivaí
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,12757,4312757,Nova Alvorada
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,06002,5006002,Nova Alvorada do Sul
52,Goiás,03,Centro Goiano,006,Ceres,14705,5214705,Nova América
41,Paraná,04,Norte Pioneiro Paranaense,015,Cornélio Procópio,16604,4116604,Nova América da Colina
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,008,Nova Andradina,06200,5006200,Nova Andradina
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,12807,4312807,Nova Araçá
41,Paraná,06,Oeste Paranaense,023,Cascavel,16703,4116703,Nova Aurora
52,Goiás,05,Sul Goiano,017,Catalão,14804,5214804,Nova Aurora
51,Mato Grosso,01,Norte Mato-grossense,002,Alta Floresta,06158,5106158,Nova Bandeirantes
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,12906,4312906,Nova Bassano
31,Minas Gerais,08,Vale do Rio Doce,038,Mantena,44672,3144672,Nova Belém
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,12955,4312955,Nova Boa Vista
51,Mato Grosso,01,Norte Mato-grossense,008,Paranatinga,06208,5106208,Nova Brasilândia
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00148,1100148,Nova Brasilândia D'Oeste
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,13003,4313003,Nova Bréscia
35,São Paulo,11,Itapetininga,041,Itapeva,32827,3532827,Nova Campina
29,Bahia,06,Centro Sul Baiano,028,Vitória da Conquista,22706,2922706,Nova Canaã
51,Mato Grosso,01,Norte Mato-grossense,003,Colíder,06216,5106216,Nova Canaã do Norte
35,São Paulo,01,São José do Rio Preto,001,Jales,32843,3532843,Nova Canaã Paulista
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,13011,4313011,Nova Candelária
41,Paraná,02,Centro Ocidental Paranaense,004,Goioerê,16802,4116802,Nova Cantu
35,São Paulo,01,São José do Rio Preto,006,Auriflama,32868,3532868,Nova Castilho
21,Maranhão,05,Sul Maranhense,021,Chapadas das Mangabeiras,07258,2107258,Nova Colinas
52,Goiás,01,Noroeste Goiano,001,São Miguel do Araguaia,14838,5214838,Nova Crixás
24,Rio Grande do Norte,03,Agreste Potiguar,015,Agreste Potiguar,08300,2408300,Nova Cruz
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,44706,3144706,Nova Era
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,11405,4211405,Nova Erechim
41,Paraná,03,Norte Central Paranaense,006,Astorga,16901,4116901,Nova Esperança
15,Pará,04,Nordeste Paraense,013,Guamá,04950,1504950,Nova Esperança do Piriá
41,Paraná,07,Sudoeste Paranaense,026,Francisco Beltrão,16950,4116950,Nova Esperança do Sudoeste
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,13037,4313037,Nova Esperança do Sul
35,São Paulo,05,Araraquara,024,Araraquara,32900,3532900,Nova Europa
29,Bahia,04,Nordeste Baiano,016,Serrinha,22730,2922730,Nova Fátima
41,Paraná,04,Norte Pioneiro Paranaense,015,Cornélio Procópio,17008,4117008,Nova Fátima
25,Paraíba,03,Agreste Paraibano,012,Curimataú Ocidental,10105,2510105,Nova Floresta
33,Rio de Janeiro,03,Centro Fluminense,007,Nova Friburgo,03401,3303401,Nova Friburgo
52,Goiás,03,Centro Goiano,006,Ceres,14861,5214861,Nova Glória
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,33007,3533007,Nova Granada
51,Mato Grosso,01,Norte Mato-grossense,003,Colíder,08808,5108808,Nova Guarita
35,São Paulo,08,Presidente Prudente,034,Dracena,33106,3533106,Nova Guataporanga
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,13060,4313060,Nova Hartz
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,22755,2922755,Nova Ibiá
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,03500,3303500,Nova Iguaçu
52,Goiás,02,Norte Goiano,004,Porangatu,14879,5214879,Nova Iguaçu de Goiás
35,São Paulo,03,Araçatuba,016,Andradina,33205,3533205,Nova Independência
21,Maranhão,04,Leste Maranhense,018,Chapadas do Alto Itapecuru,07308,2107308,Nova Iorque
15,Pará,06,Sudeste Paraense,016,Tucuruí,04976,1504976,Nova Ipixuna
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,11454,4211454,Nova Itaberaba
29,Bahia,06,Centro Sul Baiano,024,Jequié,22805,2922805,Nova Itarana
51,Mato Grosso,03,Sudoeste Mato-grossense,012,Alto Guaporé,06182,5106182,Nova Lacerda
41,Paraná,08,Centro-Sul Paranaense,029,Guarapuava,17057,4117057,Nova Laranjeiras
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,44805,3144805,Nova Lima
41,Paraná,01,Noroeste Paranaense,001,Paranavaí,17107,4117107,Nova Londrina
35,São Paulo,01,São José do Rio Preto,006,Auriflama,33304,3533304,Nova Luzitânia
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00338,1100338,Nova Mamoré
51,Mato Grosso,04,Centro-Sul Mato-grossense,015,Alto Paraguai,08857,5108857,Nova Marilândia
51,Mato Grosso,01,Norte Mato-grossense,005,Arinos,08907,5108907,Nova Maringá
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,44904,3144904,Nova Módica
51,Mato Grosso,01,Norte Mato-grossense,002,Alta Floresta,08956,5108956,Nova Monte Verde
51,Mato Grosso,01,Norte Mato-grossense,006,Alto Teles Pires,06224,5106224,Nova Mutum
51,Mato Grosso,02,Nordeste Mato-grossense,010,Canarana,06174,5106174,Nova Nazaré
35,São Paulo,07,Campinas,032,Campinas,33403,3533403,Nova Odessa
41,Paraná,01,Noroeste Paranaense,002,Umuarama,17206,4117206,Nova Olímpia
51,Mato Grosso,03,Sudoeste Mato-grossense,013,Tangará da Serra,06232,5106232,Nova Olímpia
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,14880,1714880,Nova Olinda
23,Ceará,07,Sul Cearense,032,Cariri,09201,2309201,Nova Olinda
25,Paraíba,01,Sertão Paraibano,005,Piancó,10204,2510204,Nova Olinda
21,Maranhão,02,Oeste Maranhense,008,Pindaré,07357,2107357,Nova Olinda do Maranhão
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,03106,1303106,Nova Olinda do Norte
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,13086,4313086,Nova Pádua
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,019,Restinga Seca,13102,4313102,Nova Palma
25,Paraíba,02,Borborema,009,Seridó Oriental Paraibano,10303,2510303,Nova Palmeira
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,13201,4313201,Nova Petrópolis
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,023,Araxá,45000,3145000,Nova Ponte
31,Minas Gerais,02,Norte de Minas,004,Janaúba,45059,3145059,Nova Porteirinha
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,13300,4313300,Nova Prata
41,Paraná,07,Sudoeste Paranaense,026,Francisco Beltrão,17255,4117255,Nova Prata do Iguaçu
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,13334,4313334,Nova Ramada
29,Bahia,06,Centro Sul Baiano,023,Seabra,22854,2922854,Nova Redenção
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,45109,3145109,Nova Resende
52,Goiás,02,Norte Goiano,005,Chapada dos Veadeiros,14903,5214903,Nova Roma
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,13359,4313359,Nova Roma do Sul
17,Tocantins,01,Ocidental do Tocantins,004,Rio Formoso,15002,1715002,Nova Rosalândia
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,09300,2309300,Nova Russas
41,Paraná,04,Norte Pioneiro Paranaense,014,Assaí,17214,4117214,Nova Santa Bárbara
51,Mato Grosso,01,Norte Mato-grossense,007,Sinop,06190,5106190,Nova Santa Helena
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,07959,2207959,Nova Santa Rita
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,13375,4313375,Nova Santa Rita
41,Paraná,06,Oeste Paranaense,022,Toledo,17222,4117222,Nova Santa Rosa
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,45208,3145208,Nova Serrana
29,Bahia,04,Nordeste Baiano,015,Ribeira do Pombal,22904,2922904,Nova Soure
41,Paraná,03,Norte Central Paranaense,013,Ivaiporã,17271,4117271,Nova Tebas
15,Pará,04,Nordeste Paraense,010,Bragantina,05007,1505007,Nova Timboteua
42,Santa Catarina,05,Grande Florianópolis,015,Tijucas,11504,4211504,Nova Trento
51,Mato Grosso,01,Norte Mato-grossense,006,Alto Teles Pires,06240,5106240,Nova Ubiratã
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01435,1101435,Nova União
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,36603,3136603,Nova União
32,Espírito Santo,01,Noroeste Espírito-santense,002,Nova Venécia,03908,3203908,Nova Venécia
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,11603,4211603,Nova Veneza
52,Goiás,03,Centro Goiano,007,Anápolis,15009,5215009,Nova Veneza
29,Bahia,07,Sul Baiano,032,Porto Seguro,23001,2923001,Nova Viçosa
51,Mato Grosso,02,Nordeste Mato-grossense,010,Canarana,06257,5106257,Nova Xavantina
35,São Paulo,01,São José do Rio Preto,005,Catanduva,33254,3533254,Novais
17,Tocantins,02,Oriental do Tocantins,007,Jalapão,15101,1715101,Novo Acordo
13,Amazonas,01,Norte Amazonense,001,Rio Negro,03205,1303205,Novo Airão
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,15150,1715150,Novo Alegre
13,Amazonas,04,Sul Amazonense,013,Madeira,03304,1303304,Novo Aripuanã
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,13490,4313490,Novo Barreiro
52,Goiás,03,Centro Goiano,008,Iporá,15207,5215207,Novo Brasil
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,022,Cachoeira do Sul,13391,4313391,Novo Cabrais
31,Minas Gerais,03,Jequitinhonha,012,Araçuaí,45307,3145307,Novo Cruzeiro
52,Goiás,04,Leste Goiano,012,Entorno de Brasília,15231,5215231,Novo Gama
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,13409,4313409,Novo Hamburgo
29,Bahia,06,Centro Sul Baiano,022,Boquira,23035,2923035,Novo Horizonte
35,São Paulo,01,São José do Rio Preto,008,Novo Horizonte,33502,3533502,Novo Horizonte
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,11652,4211652,Novo Horizonte
51,Mato Grosso,01,Norte Mato-grossense,005,Arinos,06273,5106273,Novo Horizonte do Norte
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00502,1100502,Novo Horizonte do Oeste
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,06259,5006259,Novo Horizonte do Sul
41,Paraná,03,Norte Central Paranaense,010,Apucarana,17297,4117297,Novo Itacolomi
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,15259,1715259,Novo Jardim
27,Alagoas,03,Leste Alagoano,009,Mata Alagoana,05606,2705606,Novo Lino
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,13425,4313425,Novo Machado
51,Mato Grosso,01,Norte Mato-grossense,003,Colíder,06265,5106265,Novo Mundo
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,09409,2309409,Novo Oriente
31,Minas Gerais,04,Vale do Mucuri,015,Teófilo Otoni,45356,3145356,Novo Oriente de Minas
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,06902,2206902,Novo Oriente do Piauí
52,Goiás,01,Noroeste Goiano,001,São Miguel do Araguaia,15256,5215256,Novo Planalto
15,Pará,05,Sudoeste Paraense,014,Itaituba,05031,1505031,Novo Progresso
15,Pará,06,Sudeste Paraense,016,Tucuruí,05064,1505064,Novo Repartimento
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,06951,2206951,Novo Santo Antônio
51,Mato Grosso,02,Nordeste Mato-grossense,009,Norte Araguaia,06315,5106315,Novo Santo Antônio
51,Mato Grosso,02,Nordeste Mato-grossense,010,Canarana,06281,5106281,Novo São Joaquim
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,13441,4313441,Novo Tiradentes
29,Bahia,04,Nordeste Baiano,015,Ribeira do Pombal,23050,2923050,Novo Triunfo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,13466,4313466,Novo Xingu
31,Minas Gerais,02,Norte de Minas,005,Salinas,45372,3145372,Novorizonte
35,São Paulo,02,Ribeirão Preto,010,São Joaquim da Barra,33601,3533601,Nuporanga
15,Pará,01,Baixo Amazonas,001,Óbidos,05106,1505106,Óbidos
23,Ceará,02,Norte Cearense,014,Chorozinho,09458,2309458,Ocara
35,São Paulo,09,Marília,038,Marília,33700,3533700,Ocauçu
22,Piauí,04,Sudeste Piauiense,013,Picos,07009,2207009,Oeiras
15,Pará,04,Nordeste Paraense,011,Cametá,05205,1505205,Oeiras do Pará
16,Amapá,01,Norte do Amapá,001,Oiapoque,00501,1600501,Oiapoque
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,45406,3145406,Olaria
35,São Paulo,10,Assis,040,Ourinhos,33809,3533809,Óleo
25,Paraíba,01,Sertão Paraibano,005,Piancó,10402,2510402,Olho d'Água
21,Maranhão,03,Centro Maranhense,010,Médio Mearim,07407,2107407,Olho d'Água das Cunhãs
